Marca de temps,Localitat,Data,Categoria,"En cas d'altres, quina?","Nom de l'activitat ","Companyia, artista",Lloc,Llengua de l'activitat,Preu,Regidoria organitzadora,Llengua de la publicitat,Font,Persona que ha introduït les dades,,,Estructura dades,Observacions estructura dades
21/02/2024 11:53:51,Picassent,02/11/2023,Presentació llibre,,Mercats,Joan Mayans,Casa de la Cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentdepicassent/?locale=ca_ES,Irene,,,,
09/02/2024 12:08:09,Rafelbunyol,02/11/2023,Música,,No password,Ensemble d'Arts i Spaziomusica,Auditori Rafelbunyol,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
04/03/2024 9:03:09,Torrent,02/11/2023,Teatre,,Punt de calma,José Fernando Andreu,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-JUVENIL-23-24.pdf,Irene,,,,
07/02/2024 10:45:52,València,02/11/2023,Club de lectura,,Filant paraules,Rosa Garcia,Biblioteca de la Vega Baixa Maria Moliner,Valencià/català,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
13/03/2024 15:19:00,Canals,02/11/2023,Cinema,,Gràcies per la propina,Francesc Bellmunt,Centre Cultural Calitx III,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/photo?fbid=713166690843792&set=a.290529919774140&locale=ca_ES,Christian,,,,
05/03/2024 12:22:23,Alboraia,03/11/2023,Exposició,,Modelismo,Asociación de modelistas valencianos,Sala d'exposicions,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.alboraya.es/es/evento/exposicion-modelismo-0,Irene,,,,
19/02/2024 12:51:34,Alcàsser,03/11/2023,Contacontes,,Rata de biblioteca,,Biblioteca Municipal,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentAlcasser/,Irene,,,,
20/02/2024 10:15:27,Almussafes,03/11/2023,Exposició,,Homenatge a Sorolla,Associació Paleta i Pinzell,Museu Casa Ayora,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentAlmussafes/?locale=ca_ES,Irene,,,,
12/02/2024 11:53:55,Alzira,03/11/2023,Teatre,,L'arbre de les sabates i altres contes màgics,,Biblioteca Municipal d'Alzira,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
12/02/2024 10:48:11,Alzira,03/11/2023,Altres,Màgia,La magia de Jorge Blass,Jorge Blass,Gran Teatre d'Alzira,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
22/02/2024 9:34:46,Bunyol,03/11/2023,Exposició,,Exposición Fotografia: Diario de un fotógrafo,Miguel David,"Biblioteca municipal, sala Raga",Activitat sense llengua,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
15/02/2024 10:49:33,Burjassot,03/11/2023,Presentació llibre,,El paí de la grulla. Historia de un viaje iniciático a Uganda,Carlos Micó Tonda,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.burjassot.org/va/noticies/page/19/,Irene,,,,
07/03/2024 12:03:15,Cheste,03/11/2023,Altres,Presentació revista ,"""Una mirada de género""","Federico Verdet, Paqui Cervera y Domingo Martínez.",Saló de plens de l'Ajuntament,Espanyol,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=636823341973951&set=a.220825990240357,Christian,,,,
23/02/2024 12:57:11,Cullera,03/11/2023,Exposició,,Paisatges viscuts,Francisco Tomás Medina,Casa de l'ensenyança,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentDeCullera/?locale=ca_ES,Irene,,,,
19/02/2024 12:04:12,"Eliana, l´",03/11/2023,Exposició,,CONTRA LES CORDES AL CAMP DEL TÚRIA,,Nou Espai i Espai Expositiu,Activitat sense llengua,,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_OCTUBRE_2023_web.pdf,Christian,,,,
14/02/2024 12:10:27,Gandia,03/11/2023,Presentació llibre,,La casa sota la lluna,Maria Josep Escrivà,Biblioteca Central,Valencià/català,,Cultura,Valencià/català,http://imabgandia.es/images/ciutat/Setmana_literaria/Desplegable_tardor_literaria2023.pdf,Irene,,,,
29/02/2024 9:28:47,Godella,03/11/2023,Contacontes,,Love Craft,Rebombori Cultural,Biblioteca Municipal,Espanyol,,Cultura,Valencià/català,https://www.godella.es/va/pagina/calendari,Irene,,,,
27/02/2024 10:03:41,Manises,03/11/2023,Exposició,,Exposició Joguets de ceràmica,ANPEC,Casa de la cultura Manises,Activitat sense llengua,,"Cultura, En col·laboració o organitzat per una entitat ciutadana",Bilingüe,https://www.facebook.com/photo/?fbid=662969855968490&set=a.508038994794911,Christian,,,,
28/02/2024 19:45:12,Montserrat,03/11/2023,Teatre,,"""Vesània""",Contrahecho,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=729021705929907&set=a.289228023242613&locale=ca_ES,Christian,,,,
28/02/2024 19:43:51,Montserrat,03/11/2023,Altres,Taller ,Taller sobre tradicions: massapà,Casa de la cultura,Casa de la cultura,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=729604285871649&set=a.289228023242613&locale=ca_ES,Christian,,,,
19/02/2024 10:50:31,"Olleria, l'",03/11/2023,Cinema,,L'espai comú,Noèlia Sanvíctor,Teatre Goya,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentlolleria/?locale=ca_ES,Irene,,,,
19/02/2024 10:41:51,"Olleria, l'",03/11/2023,Contacontes,,La Maria no té por,Companyia Disparatario,Biblioteca Municipal,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentlolleria/?locale=ca_ES,Irene,,,,
01/03/2024 9:41:18,Ontinyent,03/11/2023,Cinema,,Dispararon al pianista,Fernando Trueba,El Teler,Espanyol,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
01/03/2024 9:42:00,Ontinyent,03/11/2023,Música,,Mi nombre es Alfred Hitchcock,Mark Cousins,El Teler,Espanyol,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
21/02/2024 11:54:32,Picassent,03/11/2023,Música,,Concert,Coral de Picassent,Sala Refugi,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentdepicassent/?locale=ca_ES,Irene,,,,
23/02/2024 10:18:11,"Pobla de Vallbona, la",03/11/2023,Exposició,,Relatos en femenino,Julia Galdón Martínez,Casa de la Cultura,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentlapobladevallbona/?locale=ca_ES,Irene,,,,
22/02/2024 10:34:21,Quart de Poblet,03/11/2023,Teatre,,Una luz tímida,,Auditori Molí de Vila,Espanyol,,"Cultura, Igualtat",Valencià/català,https://www.facebook.com/quartescultura,Irene,,,,
09/02/2024 12:09:04,Rafelbunyol,03/11/2023,Música,,Jardí de sonoritats,,Auditori de Rafelbunyol,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
16/02/2024 9:16:47,Riba-roja del Túria,03/11/2023,Dansa,,VDF 2023,,Auditorio Municipal,Activitat sense llengua,,Cultura,Espanyol,http://www.ribarroja.es/danza/20.00_h.___danza_vdf2023/agenda/5594633/3632640,Irene,,,,
07/02/2024 11:56:27,Sagunt,03/11/2023,Contacontes,, El refugi dels monsters oblidats a càrrec de Rebombori Cultural, El refugi dels monsters oblidats a càrrec de Rebombori Cultural,Biblioteca Cronista Chabret de Sagunt.,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/photo?fbid=315909621190642&set=pcb.315909911190613,Christian,,,,
07/02/2024 12:57:41,Sagunt,03/11/2023,Cinema,,Pel·lícula Broker,"Director, KORE-EDA HIROKAZU",Casal Jove. Sala principal. Port de Sagunt.,No hi ha informació,,Altres,Espanyol,https://www.facebook.com/photo?fbid=315897891191815&set=pcb.315900134524924,Christian,,,,
08/02/2024 9:49:44,Sant Antoni de Benaixeve,03/11/2023,Altres,Taller,Taller CÓCTELES SIN ALCOHOL,"SABJOVE, Plan corresponsables",La casa de la juventud,No hi ha informació,,Joventut,Espanyol,https://static.wixstatic.com/media/7cf490_2f004131678145b3b88251c4a246f8a1~mv2.jpg,Christian,,,,
20/02/2024 10:34:57,Sueca,03/11/2023,Presentació llibre,,Els inútils,Andreu Sevilla,Sala de conferències de la Biblioteca Municipal.,Valencià/català,,Cultura,Valencià/català,https://www.sueca.es/evento-pagina-aviso/programacio-cultural-del-mes-novembre?fbclid=IwAR2KVE1oWLK697dgXv0728H_-ycHMmlxWn7UfGNzdz7qem0Q3GpKYNxG1oo,Christian,,,,
20/02/2024 10:34:01,Sueca,03/11/2023,Exposició,,Mostra del quadre ''El Senyor José Serrano Simeón'',Alfredo Claros,saló de Plens de l'Ajuntament de Sueca.,Activitat sense llengua,,Cultura,Valencià/català,https://www.sueca.es/evento-pagina-aviso/programacio-cultural-del-mes-novembre?fbclid=IwAR2KVE1oWLK697dgXv0728H_-ycHMmlxWn7UfGNzdz7qem0Q3GpKYNxG1oo,Christian,,,,
04/03/2024 9:03:51,Torrent,03/11/2023,Teatre,,"Senspelles, al meu pessar!",Aina A. Millàs Mascarós,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-JUVENIL-23-24.pdf,Irene,,,,
08/02/2024 11:52:27,València,03/11/2023,Contacontes,,Contes a mà,Vicent Cortés,La Raiosa,Valencià/català,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 12:22:30,València,03/11/2023,Música,,Los encargos de Bach,Cia. La Máquina de Teatro,Torrefiel,Espanyol,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:48:22,València,03/11/2023,Taller/curs de dansa,,Què et danses?,CocinandoDansa,Els Orriols,Valencià/català,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
13/03/2024 17:52:44,Utiel,03/11/2023,Cinema,,“Historias de la radio”,Jose Luis Sáenz de Heredia.,Casa de la Cultura,Espanyol,,Altres,Espanyol,https://www.facebook.com/photo/?fbid=712713234221261&set=a.290223563136899,Christian,,,,
06/03/2024 12:46:50,Alaquàs,04/11/2023,Taller literari,,Taller escriptura creativa IV TALLER,"Susana Benet, Roger Swanzy",Castell Alaquàs,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo.php?fbid=723845866445116&set=pb.100064591276069.-2207520000&type=3,Christian,,,,
05/03/2024 12:38:12,Alginet,04/11/2023,Exposició,,"""ITACAS"" de Txoko Photo",Txoko PHOTO,Teatre Modern,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/laveudalginet/videos/1122704332468498,Christian,,,,
08/03/2024 12:35:03,Benetússer,04/11/2023,Teatre,,XVI Mostra de Teatre Amateur de Benetússer: 'Una carretera sense arbres',Lluna Plena de Sueca,Centre Cultural El Molí,Valencià/català,3 euros,Cultura,Bilingüe,https://www.benetusser.es/es/evento/xvi-mostra-teatre-amateur-benetusser-una-carretera-sense-arbres,Christian,,,,
27/02/2024 11:58:19,Benifaió,04/11/2023,Cinema,,ME HE HECHO VIRAL,,C.C Enric Valor,Espanyol,3.5 euros,Cultura,Valencià/català,https://www.facebook.com/culturajoventut.ajuntamentbenifaio/,Christian,,,,
22/02/2024 9:36:25,Bunyol,04/11/2023,Exposició,,Enderrocs,Eugenio Simó,"Castillo Bunyol, sala El Oscurico",Activitat sense llengua,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
22/02/2024 9:39:17,Bunyol,04/11/2023,Exposició,,Quan les deeses tocaven els tambors,Les Percudones,Palacio de la Música,Activitat sense llengua,5 euros,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
22/02/2024 9:37:32,Bunyol,04/11/2023,Exposició,,Resiliencias II,Artistas locales,Sala El Mercado,Activitat sense llengua,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
22/02/2024 9:45:11,Bunyol,04/11/2023,Altres,Taller creativitat,Taller escriptura creativa ,,Biblioteca municipal,No hi ha informació,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
19/02/2024 10:40:00,Catarroja,04/11/2023,Activitats sobre patrimoni,,visites guiades a la bandera de la II República,,saló de Plens de plaça Llotgeta,Valencià/català,,Altres,Bilingüe,https://www.facebook.com/photo?fbid=702171488611682&set=a.617613713734127,Christian,,,,
14/02/2024 12:11:05,Gandia,04/11/2023,Presentació llibre,,Culpables,Mercedes Ron,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,http://imabgandia.es/images/ciutat/Setmana_literaria/Desplegable_tardor_literaria2023.pdf,Irene,,,,
09/02/2024 10:18:02,Llíria,04/11/2023,Música,,ASSAIG DE PORTES OBERTES DE L’ORQUESTRA SIMFÒNICA PRIMITIVA DE LLÍRIA, Banda Primitiva de Llíria,Teatre de la Banda Primitiva,Activitat sense llengua,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20noviembre%202023%20-2_0.pdf,Christian,,,,
09/02/2024 10:23:11,Llíria,04/11/2023,Música,,CONCERT DE L’ORQUESTRA DE PLECTRE “EL MICALET”,ORQUESTRA DE PLECTRE “EL MICALET”,Conservatori de Llíria,Activitat sense llengua,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20noviembre%202023%20-2_0.pdf,Christian,,,,
09/02/2024 10:20:51,Llíria,04/11/2023,Dansa,,VALENCIA DANCING FORWARD ,VALENCIA DANCING FORWARD ,Teatre Unió Musical ,Activitat sense llengua,5 euros,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20noviembre%202023%20-2_0.pdf,Christian,,,,
04/03/2024 9:29:31,Massamagrell,04/11/2023,Teatre,,Estimats pares,Teatre Micalet,Centre Cultural,Valencià/català,8 euros,Cultura,Bilingüe,https://www.instagram.com/aj_massamagrell/,Christian,,,,
20/02/2024 19:46:18,Montcada,04/11/2023,Cinema,,Golpe de suerte,,Centre Cultural Blasco Ibáñez,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=735553381945797&set=a.474548524712952&locale=es_ES,Christian,,,,
28/02/2024 19:41:19,Montserrat,04/11/2023,Activitats sobre patrimoni,,"Ruta patrimoni natural, cultural i històric",València Turisme,Montserrat,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjMontserrat/?locale=ca_ES,Christian,,,,
06/03/2024 9:38:48,Oliva,04/11/2023,Presentació llibre,,Las manos del escultor,Rosa Bernal Perea,,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/?locale=ca_ES,Irene,,,,
19/02/2024 10:47:18,"Olleria, l'",04/11/2023,Música,,Reflejos del sur,Mireia Luna,Teatre Goya,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentlolleria/?locale=ca_ES,Irene,,,,
01/03/2024 9:42:28,Ontinyent,04/11/2023,Cinema,,"Adeu, estimats Haters",,El Teler,Valencià/català,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
12/02/2024 10:28:28,Picanya,04/11/2023,Música,,Requiem de Mozart,,Centre cultural,Activitat sense llengua,,Cultura,Valencià/català,http://www.picanya.org/informacio/noticies/i/19808/481/requiem-de-mozart,Irene,,,,
21/02/2024 11:55:13,Picassent,04/11/2023,Música,,Concert,Garri Campanillo i Tàpera,S.A.M.,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentdepicassent/?locale=ca_ES,Irene,,,,
09/02/2024 12:09:53,Rafelbunyol,04/11/2023,Música,,Naissance du temps / Momento 0.0,Antony Maubert i Edith Alonso,Auditori de Rafelbunyol,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
16/02/2024 9:17:47,Riba-roja del Túria,04/11/2023,Cinema,,Elemental,,Auditorio Municipal,Espanyol,,Cultura,Espanyol,http://www.ribarroja.es/cine/18.00_h.__cine_elemental/agenda/9899432/5932381,Irene,,,,
16/02/2024 9:18:27,Riba-roja del Túria,04/11/2023,Cinema,,Golpe de suerte,,Auditorio Municipal,Espanyol,,Cultura,Espanyol,http://www.ribarroja.es/cine/22.00_h.__cine_golpe_de_suerte/agenda/9675929/5932381,Irene,,,,
07/02/2024 11:58:39,Sagunt,04/11/2023,Teatre,,Nevenka: Tragèdia,Histrion Teatro,Centre cultural Mario Monreal de Sagunt,Espanyol,9 euros,Cultura,Valencià/català,https://www.facebook.com/photo?fbid=315909621190642&set=pcb.315909911190613,Christian,,,,
07/02/2024 13:01:11,Sagunt,04/11/2023,Cinema,,"Pel·lícula As Bestas, Novembre negre","Director, Rodrigo Sorogoyen ","Casal jove, sala principal, Port de Sagunt",Espanyol,,Altres,Espanyol,https://www.facebook.com/photo/?fbid=315898014525136&set=pcb.315900134524924,Christian,,,,
21/02/2024 10:47:03,Sedaví,04/11/2023,Altres,Torneig jocs tradicionals,ROACH AND ROL 2023,Roach room,Institut de Sedaví,No hi ha informació,,Altres,Bilingüe,https://www.facebook.com/photo/?fbid=708083028016836&set=a.288330886658721,Christian,,,,
20/02/2024 9:23:33,Silla,04/11/2023,Teatre,,Eclipse total,Pont Flotant,Carmen Valero,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/people/Cultura-Silla/100064473113288/,Irene,,,,
08/02/2024 10:17:46,València,04/11/2023,Dansa,,Balls populars valencians,Grup de danses Santa Bàrbara ,La Llum,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 9:47:50,València,04/11/2023,Música,,Concert de banda,COSOMUVAL,Amfiteatre del parc de Benicalap,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:46:46,València,04/11/2023,Música,,Concert de banda,COSOMUVAL,Nou Moles,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 12:18:43,València,04/11/2023,Música,,Concert de jazz,Quarter Note Jazz,Les tendetes,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:30:31,València,04/11/2023,Música,,Concert pop flamenc,Reina Roja,Marxalenes,Espanyol,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:50:19,València,04/11/2023,Monòlegs,,Monòleg d'humor,Álex Martínez,Els Orriols,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 9:21:37,València,04/11/2023,Teatre,,Sherezade,Teatro del Contrahecho,Centre Cultural i Esportiu d'Abastos,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
29/02/2024 12:05:54,Vilamarxant,04/11/2023,Altres,Pòdcast,Comentants Show,,Casa de la Cultura,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/photo/?fbid=664841622414571&set=a.262420029323401&locale=es_ES,Christian,,,,
23/02/2024 9:41:56,Xàtiva,04/11/2023,Altres,Visita guiada,"«XÀTIVA, CIUTAT NATAL DELS BORJA»",Pastisseria Boscà i Departament de Promoció Econòmica.,Plaça Sant Pere,Anglès,2 euros,Altres,Valencià/català,https://xativaturismo.com/val/event/xativa-ciutat-natal-dels-borja/,Christian,,,,
23/02/2024 9:43:39,Xàtiva,04/11/2023,Teatre,,Visita teatralitzada,Teatre de la Lluna,Plaça Sant Pere,No hi ha informació,,Altres,Valencià/català,https://xativaturismo.com/val/event/la-ruta-borja/,Christian,,,,
12/03/2024 11:42:39,Canals,04/11/2023,Música,,Se canta pero no se toca!,Melomans,Centre Cultural Calitxe III,Espanyol,6 euros,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=694133262747135&set=pcb.694133279413800&locale=ca_ES,Christian,,,,
13/03/2024 17:49:13,Utiel,04/11/2023,Música,,Concierto homenaje ,"Los Sonyk`s, Los Brujos, Juan J. Espinosa, Ángel Ponce y Ángel Adoro",Teatro Rambal,Activitat sense llengua,,Altres,Espanyol,https://www.facebook.com/photo/?fbid=713258780833373&set=a.290223563136899,Christian,,,,
05/03/2024 11:43:38,Alboraia,05/11/2023,Teatre,,"Croma, una història dibuixada",Horta Teatre,Teatre L'Agrícola,Valencià/català,5 euros,Cultura,Espanyol,https://agendaalboraya.es/category/categoria-es/teatro,Irene,,,,
05/03/2024 12:36:17,Alginet,05/11/2023,Cinema,,Elemental,Disney,Teatre Modern,Espanyol,3 euros,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=731455152359907&set=a.291754952996598,Christian,,,,
12/02/2024 11:55:06,Alzira,05/11/2023,Música,,Superpop,Ona Nua,Casa de la Cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
08/03/2024 12:08:32,Benetússer,05/11/2023,Cinema,,Barbie,,,Espanyol,3 euros,Cultura,Valencià/català,https://www.benetusser.es/es/evento/programacio-cultural-cc-moli-cinema-barbie,Christian,,,,
27/02/2024 11:59:22,Benifaió,05/11/2023,Cinema,,LA PATRULLA CANINA: LA SUPERPELÍCULA,,C.C Enric Valor,Espanyol,3.5 euros,Cultura,Valencià/català,https://www.facebook.com/culturajoventut.ajuntamentbenifaio/,Christian,,,,
21/02/2024 12:58:34,Carlet,05/11/2023,Cinema,,Indiana Jones y el dia del destino,,Teatre Giner,Espanyol,3 euros,Cultura,Valencià/català,https://www.facebook.com/AjuntamentdeCarlet/?locale=ca_ES,Irene,,,,
07/03/2024 11:30:45,Cheste,05/11/2023,Teatre,,Ovidio y las Heroidas,Ugteatro,Teatro Liceo,Espanyol,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=652738343715784&set=pcb.652738380382447,Christian,,,,
23/02/2024 12:49:06,Cullera,05/11/2023,Teatre,,Hamlet,Suc de Teatre i La Tarumba,Casa de la Cultura,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentDeCullera/?locale=ca_ES,Irene,,,,
19/02/2024 12:08:09,"Eliana, l´",05/11/2023,Cinema,,LA HABITACIÓN DEL HIJO,Ramón Alfonso,Sala Pep Torrent,Espanyol,,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_NOVEMBRE_2023_web.pdf,Christian,,,,
19/02/2024 12:05:18,"Eliana, l´",05/11/2023,Teatre,,LA METAMORFOSI,Teatreliana,Auditori Municipal,Espanyol,5 EUROS,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_OCTUBRE_2023_web.pdf,Christian,,,,
26/02/2024 13:43:05,Manises,05/11/2023,Contacontes,,Pippi Calzaslargas,,Parc dels filtres,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=676363817962427&set=a.508038994794911,Christian,,,,
21/02/2024 11:58:40,Picassent,05/11/2023,Cinema,,Indiana Jones y el dial del destino,,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentdepicassent/?locale=ca_ES,Irene,,,,
13/02/2024 12:44:17,"Puig de Santa Maria, el",05/11/2023,Teatre,,El moble,Albena Teatre,Teatre La Marina,Valencià/català,6 euros,Cultura,Valencià/català,https://www.facebook.com/ajuntament.delpuig.1/?locale=ca_ES,Irene,,,,
22/02/2024 10:35:04,Quart de Poblet,05/11/2023,Teatre,,La Chef Pipa,Coma 14 Produccions Escèniques,Auditori Molí de Vila,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/quartescultura,Irene,,,,
09/02/2024 12:16:46,Rafelbunyol,05/11/2023,Teatre,,El flautista de Hamelin,Amimic Teatre,Casa de la cultura,No hi ha informació,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
20/02/2024 10:36:08,Sueca,05/11/2023,Lectura en veu alta,,Lectura dramatizada del text Un estiu, Eugeni Alcanyís i Clàudia Serra,Sala B. CM Bernat i Baldoví,Valencià/català,,Cultura,Valencià/català,https://www.sueca.es/evento-pagina-aviso/programacio-cultural-del-mes-novembre?fbclid=IwAR2KVE1oWLK697dgXv0728H_-ycHMmlxWn7UfGNzdz7qem0Q3GpKYNxG1oo,Christian,,,,
22/02/2024 12:33:05,Torís,05/11/2023,Cinema,,El mediador,,Teatre Ideal,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentdeturis/?locale=ca_ES,Irene,,,,
08/02/2024 11:53:21,València,05/11/2023,Música,,"Azúcar, canela y tango",Coro Alameda,La Raiosa,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 9:23:54,València,05/11/2023,Música,,Concert de banda,COSOMUVAL,Centre Cultural i Esportiu d'Abastos,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
